时间,457+508,505+457+508,505+457
179.9,8.024010505,-16.6581205,-34.41767554
180,7.728789583,-22.18935686,-43.54179546
180.1,7.406957429,-27.27870059,-52.09054003
180.2,7.067572236,-31.84188178,-59.9583044
180.3,6.719542333,-35.80335188,-67.04915868
180.4,6.371516807,-39.0974441,-73.27813402
180.5,6.031780215,-41.66937798,-78.57234623
180.6,5.708152431,-43.47609287,-82.87194091
180.7,5.407894646,-44.48689783,-86.13084691
180.8,5.137622454,-44.68392814,-88.31732775
180.9,4.9032269,-44.06240179,-89.41432365
181,4.70980427,-42.63067239,-89.41958016
181.1,4.561595337,-40.41007789,-88.34556239
181.2,4.461934661,-37.43458812,-86.21915725
181.3,4.413210464,-33.75025678,-83.08116915
181.4,4.416835468,-29.41448678,-78.98561786
181.5,4.473229008,-24.49512084,-73.99884987
181.6,4.581810607,-19.06937156,-68.19847786
181.7,4.741005074,-13.22260802,-61.67216481
181.8,4.948259099,-7.047017907,-54.51627212
181.9,5.200069189,-0.64016629,-46.83439263
182,5.492020684,5.896526601,-38.73579131
182.1,5.818837474,12.45936465,-30.33377774
182.2,6.174441943,18.94398767,-21.74403499
182.3,6.55202456,25.24699071,-13.08293064
182.4,6.944122431,31.26752568,-4.465835231
182.5,7.342706055,36.90886053,3.99452637
182.6,7.739273421,42.079872,12.18966624
182.7,8.124950514,46.69644877,20.01684359
182.8,8.490597248,50.68278362,27.38047171
182.9,8.826917753,53.97253479,34.19340126
183,9.124573915,56.50983889,40.37806132
183.1,9.37430103,58.2501599,45.8674423
183.2,9.567024387,59.16096176,50.60590694
183.3,9.6939756,59.22219432,54.5498187
183.4,9.746807475,58.42658588,57.66797962
183.5,9.71770624,56.77973813,59.94187278
183.6,9.599499928,54.30002264,61.36570742
183.7,9.385761792,51.0182812,61.94626821
183.8,9.070907618,46.97733508,61.70257284
183.9,8.650285874,42.23131158,60.66534518
184,8.120259688,36.84479873,58.87631438
184.1,7.478279721,30.89184207,56.38735245
184.2,6.722947067,24.45479934,53.25946569
184.3,5.854065409,17.62307163,49.56165741
184.4,4.872681752,10.49173095,45.36968125
184.5,3.781115157,3.160066005,40.76470609
184.6,2.582973005,-4.269930863,35.83191462
184.7,1.283154432,-11.69511187,30.65905881
184.8,-0.112159286,-19.01273288,25.33499573
184.9,-1.595527543,-26.12199897,19.94822759
185,-3.158286368,-32.92557265,14.58546929
185.1,-4.790597432,-39.33102114,9.330266674
185.2,-6.48150984,-45.25218059,4.261687082
185.3,-8.219034308,-50.61041618,-0.54689702
185.4,-9.990229244,-55.33575905,-5.028912456
185.5,-11.7812981,-59.36790268,-9.125560817
185.6,-13.57769724,-62.65704394,-12.7866502
185.7,-15.36425356,-65.16455642,-15.97127086
185.8,-17.12529075,-66.86348614,-18.64830507
185.9,-18.84476337,-67.73886307,-20.79676419
186,-20.50639744,-67.78782429,-22.40594898
186.1,-22.09383642,-67.01954795,-23.47543181
186.2,-23.59079134,-65.45500017,-24.01486275
186.3,-24.98119359,-63.12649982,-24.0436041
186.4,-26.24934933,-60.07710915,-23.59020083
186.5,-27.38009369,-56.35986089,-22.6916972
186.6,-28.35894372,-52.03683503,-21.39281201
186.7,-29.17224848,-47.17810089,-19.74498771
186.8,-29.80733478,-41.86054195,-17.80532999
186.9,-30.25264739,-36.16658309,-15.63545695
187,-30.49788216,-30.18284099,-13.30027768
187.1,-30.53411075,-23.99871981,-10.86672177
187.2,-30.35389576,-17.70497505,-8.40244163
187.3,-29.95139508,-11.3922687,-5.974510089
187.4,-29.32245418,-5.149739201,-3.64813568
187.5,-28.46468549,0.936390951,-1.485417733
187.6,-27.37753385,6.784147642,0.455837371
187.7,-26.0623272,12.31705634,2.123218479
187.8,-24.52231184,17.46529229,3.470711543
187.9,-22.76267174,22.16671151,4.45958389
188,-20.7905313,26.36774652,5.05913567
188.1,-18.61494144,30.02415291,5.247305485
188.2,-16.24684877,33.10159533,5.011119689
188.3,-13.69904781,35.57606418,4.346977434
188.4,-10.98611646,37.43411705,3.260766342
188.5,-8.124334956,38.67294186,1.767806492
188.6,-5.131588757,39.30024139,-0.107376697
188.7,-2.027255963,39.3339423,-2.331447204
188.8,1.16792007,38.80173392,-4.862814496
188.9,4.431972018,37.7404455,-7.652341943
189,7.741862809,36.19527292,-10.64419597
189.1,11.07365167,34.21886825,-13.77682195
189.2,14.40267075,31.87030818,-16.98403072
189.3,17.70371107,29.21395876,-20.19617753
189.4,20.9512162,26.31825605,-23.34141398
189.5,24.1194824,23.25442339,-26.34699166
189.6,27.18286334,20.09514713,-29.14059588
189.7,30.11597809,16.91323322,-31.65168664
189.8,32.89392035,13.78026753,-33.81282439
189.9,35.49246746,10.76530255,-35.56095769
190,37.88828731,7.93359273,-36.83865082
190.1,40.05914142,5.345400012,-37.59523006
190.2,41.98408255,3.054889747,-37.78782858
190.3,43.64364491,1.109135908,-37.38231158
190.4,45.0200256,-0.452747422,-36.35406501
190.5,46.09725541,-1.600333319,-34.68863338
190.6,46.86135754,-2.312455432,-32.38219471
190.7,47.30049281,-2.577617461,-29.4418631
190.8,47.4050899,-2.394231309,-25.88581207
190.9,47.16795941,-1.770679354,-21.74321503
191,46.58439062,-0.725199214,-17.05400182
191.1,45.65222988,0.714407695,-11.8684336
191.2,44.37193981,2.511239593,-6.246500861
191.3,42.74663847,4.619922627,-0.257152848
191.4,40.78211816,6.987394187,6.022631116
191.5,38.48684311,9.553828759,12.50891492
191.6,35.87192615,12.25369144,19.11200782
191.7,32.951084,15.01690202,25.73777743
191.8,29.74057146,17.77009078,32.28905376
191.9,26.2590947,20.43792517,38.66710265
192,22.52770404,22.94448586,44.77314604
192.1,18.5696669,25.21466905,50.50990521
192.2,14.41032168,27.1755919,55.78314283
192.3,10.07691342,28.75797746,60.50317958
192.4,5.598412432,29.8974957,64.58636089
192.5,1.005317105,30.53603801,67.95645056
192.6,-3.670557813,30.62290316,70.54592838
192.7,-8.39630586,30.11587426,72.29717086
192.8,-13.13816487,28.98216787,73.16349511
192.9,-17.86176259,27.19923811,73.11004876
193,-22.53237015,24.7554212,72.1145302
193.1,-27.11516139,21.65040815,70.16772684
193.2,-31.57547617,17.89553582,67.27386104
193.3,-35.87908563,13.51388991,63.45073682
193.4,-39.99245726,8.540215871,58.72968339
193.5,-43.88301791,3.020637172,53.15529431
193.6,-47.5194125,-2.987816807,46.78496481
193.7,-50.87175638,-9.417867772,39.68823245
193.8,-53.91187948,-16.19282204,31.94592962
193.9,-56.61356004,-23.22756931,23.6491592
194,-58.95274623,-30.42973267,14.89810747
194.1,-60.90776365,-37.70095344,5.800711153
194.2,-62.45950702,-44.93829197,-3.528802589
194.3,-63.59161444,-52.03572391,-12.97148201
194.4,-64.29062271,-58.88570931,-22.4052997
194.5,-64.54610224,-65.38081109,-31.70686042
194.6,-64.35077044,-71.41533815,-40.75314265
194.7,-63.70058234,-76.88698786,-49.42324803
194.8,-62.59479766,-81.69846269,-57.60013266
194.9,-61.03602357,-85.7590356,-65.17229432
195,-59.0302324,-88.98603977,-72.03539032
195.1,-56.58675424,-91.30625896,-78.0937616
195.2,-53.71824387,-92.65719638,-83.26183999
195.3,-50.44062237,-92.98820143,-87.46541727
195.4,-46.77299335,-92.26143592,-90.64275665
195.5,-42.73753437,-90.45266352,-92.74552966
195.6,-38.35936403,-87.55184897,-93.73956393
195.7,-33.66638562,-83.56355616,-93.60539011
195.8,-28.68910821,-78.50713744,-92.33857941
195.9,-23.46044633,-72.41670941,-89.94986609
196,-18.01549968,-65.34091382,-86.46505246
196.1,-12.39131424,-57.34246518,-81.92469748
196.2,-6.626626463,-48.49749045,-76.38359296
196.3,-0.76159238,-38.89466854,-69.91003466
196.4,5.162496551,-28.63418118,-62.58489893
196.5,11.10350871,-17.82648912,-54.50053784
196.6,17.01877664,-6.590950373,-45.7595092
196.7,22.86540817,4.945700051,-36.47315981
196.8,28.600602,16.65098786,-26.76008268
196.9,34.18196556,28.38843116,-16.74447094
197,39.56783248,40.01934168,-6.55439239
197.1,44.71757756,51.40466942,3.679989708
197.2,49.59192665,62.40686458,13.8282237
197.3,54.1532591,72.89172959,23.76137785
197.4,58.36590051,82.73023459,33.35382334
197.5,62.19640332,91.80027009,42.48496599
197.6,65.61381326,99.98831129,51.04090123
197.7,68.58991927,107.19097,58.91596832
197.8,71.09948511,113.3164112,66.01418126
197.9,73.1204606,118.285615,72.2505156
198,74.63417079,122.0334629,77.55203283
198.1,75.62548154,124.5096366,81.85882628
198.2,76.08293989,125.6793119,85.12477528
198.3,75.9988882,125.523642,87.31809712
198.4,75.3695508,124.0400196,88.42168975
198.5,74.19509239,121.242117,88.43326079
198.6,72.47964756,117.1597023,87.36524224
198.7,70.23132088,111.8382345,85.24449293
198.8,67.4621575,105.3382454,82.11179447
198.9,64.18808412,97.73451505,78.02114912
199,60.42882064,89.11505532,73.03889123
199.1,56.20776294,79.57991543,67.24262643
199.2,51.55183747,69.23982743,60.72001566
199.3,46.49132848,58.2147116,53.56742282
199.4,41.05967916,46.63206385,45.88844744
199.5,35.29326779,34.62524848,37.79236487
199.6,29.2311606,22.33172147,29.39249812
199.7,22.91484299,9.891209936,20.80454614
199.8,16.3879309,-2.556125771,12.14489416
199.9,9.695864492,-14.87152094,3.528931463
200,2.885586306,-26.91940007,-4.930598042
